Movie	Released on	URL	Word	Count
Daku Hasina (1987)	1987	https://www.lyricsbogie.com/movies/daku-hasina-1987/ang-jale-gora-rang-jale.html	gori	7
Agra Road (1957)	1957	https://www.lyricsbogie.com/movies/agra-road-1957/suno-sunaye-aaj-tumhe.html	gori	3
Desh Ke Dushman (1989)	1989	https://www.lyricsbogie.com/movies/desh-ke-dushman-1989/jo-mujhe-dekhega.html	goriye	1
Hum Sab Chor Hain (1995)	1995	https://www.lyricsbogie.com/movies/hum-sab-chor-hain-1995/sona-sona-chand-sa.html	gori	1
Hum Sab Chor Hain (1995)	1995	https://www.lyricsbogie.com/movies/hum-sab-chor-hain-1995/sona-sona-chand-sa.html	gore	2
Amar Deep (1958)	1958	https://www.lyricsbogie.com/movies/amar-deep-1958/jali-lo-dim-tana.html	gori	2
Khamosh Nigahen (1946)	1946	https://www.lyricsbogie.com/movies/khamosh-nigahen-1946/chanda-saiya-aao-re.html	gori	4
Bijli (1950)	1950	https://www.lyricsbogie.com/movies/bijli-1950/maaroongi-nainon-ke-baan.html	gora	1
Hogi Pyaar Ki Jeet (1999)	1999	https://www.lyricsbogie.com/movies/hogi-pyaar-ki-jeet-1999/lakhon-aashiq-mar-jaate-hai.html	gori	1
Dal: The Gang (2001)	2001	https://www.lyricsbogie.com/movies/dal-the-gang-2001/tu-mil-gaya-dil-khil-gaya.html	goriya	6
Prem Qaidi (1991)	1991	https://www.lyricsbogie.com/movies/prem-qaidi-1991/logo-zara-dekho.html	gora	1
Waqt Waqt Ki Baat (1982)	1982	https://www.lyricsbogie.com/movies/waqt-waqt-ki-baat-1982/kabse-nazar-dhunde.html	gora	2
Aag Ka Toofan (1993)	1993	https://www.lyricsbogie.com/movies/aag-ka-toofan-1993/bindiya-kangana-payal.html	gora	2
Police Force: An Inside Story (2004)	2004	https://www.lyricsbogie.com/movies/police-force-an-inside-story-2004/chudiyan.html	gori	6
Chandan Ka Palna (1967)	1967	https://www.lyricsbogie.com/movies/chandan-ka-palna-1967/baat-karte-ho-baat-karna.html	goricha	1
Chandan Ka Palna (1967)	1967	https://www.lyricsbogie.com/movies/chandan-ka-palna-1967/baat-karte-ho-baat-karna.html	gorichila	1
Yaar Mera (1971)	1971	https://www.lyricsbogie.com/movies/yaar-mera-1971/husn-waalon-ke-panje-me-aa.html	gori	4
Maine Pyaar Kyun Kiya (2005)	2005	https://www.lyricsbogie.com/movies/maine-pyaar-kyun-kiya-2005/sajan-tumse-pyar.html	gore	2
Hoor-E-Arab (1955)	1955	https://www.lyricsbogie.com/movies/hoor-e-arab-1955/bhar-de-mera-paimana.html	gori	2
Sangdil Sanam (1994)	1994	https://www.lyricsbogie.com/movies/sangdil-sanam-1994/le-le-mera-naam-le.html	gora	1
Bandi (1957)	1957	https://www.lyricsbogie.com/movies/bandi-1957/gora-badan-mora-umariya.html	gora	6
Krodh (2000)	2000	https://www.lyricsbogie.com/movies/krodh-2000/mera-kangna-jhanjhar.html	gori	2
Sagar Sangam (2000)	2000	https://www.lyricsbogie.com/movies/sagar-sangam-2000/aari-gaon-ki-chhori-kasam-teri.html	gori	1
Pathar Ke Insan (1990)	1990	https://www.lyricsbogie.com/movies/pathar-ke-insan-1990/bandh-lo-ghungroo.html	gori	1
Anokhi Pehchan (1972)	1972	https://www.lyricsbogie.com/movies/anokhi-pehchan-1972/o-mister-jolly.html	gora	4
Daku Mangal Singh (1966)	1966	https://www.lyricsbogie.com/movies/daku-mangal-singh-1966/aaya-holi-ka.html	gori	1
Yea Toh Two Much Ho Gayaa (2016)	2016	https://www.lyricsbogie.com/movies/yea-toh-two-much-ho-gayaa-2016/chappan-taal-2.html	gorak	1
Yea Toh Two Much Ho Gayaa (2016)	2016	https://www.lyricsbogie.com/movies/yea-toh-two-much-ho-gayaa-2016/chappan-taal-2.html	gore	1
Arjun Devaa (2001)	2001	https://www.lyricsbogie.com/movies/arjun-devaa-2001/na-jaoongi-bihar-u-p.html	gore	2
Kalakaar (1983)	1983	https://www.lyricsbogie.com/movies/kalakaar-1983/gori-teri-jawani-pe.html	gori	13
Mast Kalandar (1991)	1991	https://www.lyricsbogie.com/movies/mast-kalandar-1991/chor-chor-aaya.html	gori	2
Coolie No. 1 (1995)	1995	https://www.lyricsbogie.com/movies/coolie-no-1-1995/husn-hai-suhana.html	goriya	14
Navrang (1959)	1959	https://www.lyricsbogie.com/movies/navrang-1959/are-ja-re-hat-natkhat.html	goree	1
Tohfa Mohabbat Ka (1988)	1988	https://www.lyricsbogie.com/movies/tohfa-mohabbat-ka-1988/dhum-titak-dhum-dhum.html	goriye	1
Tohfa Mohabbat Ka (1988)	1988	https://www.lyricsbogie.com/movies/tohfa-mohabbat-ka-1988/dhum-titak-dhum-dhum.html	gori	18
Chamak Chandni (1957)	1957	https://www.lyricsbogie.com/movies/chamak-chandni-1957/bata-zara-sakhiyo.html	gori	2
Andaz (1949)	1949	https://www.lyricsbogie.com/movies/andaz-1949/meri-ladli-re.html	gori	1
Shamsheer (1953)	1953	https://www.lyricsbogie.com/movies/shamsheer-1953/gori-tere-liye.html	gori	6
Pyar Ka Bandhan (1963)	1963	https://www.lyricsbogie.com/movies/pyar-ka-bandhan-1963/zara-bach-ke-o-baliye-bach-ke.html	gore	2
Bhakta Surdas (1942)	1942	https://www.lyricsbogie.com/movies/bhakta-surdas-1942/panchhi-bawara.html	gore	2
Sone Pe Suhaaga (1988)	1988	https://www.lyricsbogie.com/movies/sone-pe-suhaaga-1988/seene-se-laga-lu-tujhe.html	gori	2
Chennai Express (2013)	2013	https://www.lyricsbogie.com/movies/chennai-express-2013/one-two-three-four-2.html	gori	1
Om Shanti Om (2007)	2007	https://www.lyricsbogie.com/movies/om-shanti-om-2007/dhoom-taana.html	goriye	2
Abhay (2001)	2001	https://www.lyricsbogie.com/movies/abhay-2001/joote-ki-chaal-liye.html	goria	12
Godaan (1963)	1963	https://www.lyricsbogie.com/movies/godaan-1963/chali-aaj-gori-piya-ki-nagariya.html	gori	4
Sagina (1974)	1974	https://www.lyricsbogie.com/movies/sagina-1974/tumhare-sang-to-rain-bitayi.html	gori	4
Solva Saal (1958)	1958	https://www.lyricsbogie.com/movies/solva-saal-1958/dekhoji-mera-haal-badal.html	gori	3
Shaadi (1962)	1962	https://www.lyricsbogie.com/movies/shaadi-1962/chhod-de-bedardi-chhod-de.html	gori	1
Yeh Kaisa Karz (2006)	2006	https://www.lyricsbogie.com/movies/yeh-kaisa-karz-2006/jee-le-jeele-pyaar-mein-jeele.html	gora	1
Ramnagari (1982)	1982	https://www.lyricsbogie.com/movies/ramnagari-1982/raaton-ko-mange-hai-sajan-se.html	goriyaa	36
One 2 Ka 4 (2001)	2001	https://www.lyricsbogie.com/movies/one-2-ka-4-2001/osaka-muraiya.html	gore	1
Benaam (1999)	1999	https://www.lyricsbogie.com/movies/benaam-1999/chandaa-jaisi-bindiyaa.html	goraa	3
Do Phool (1958)	1958	https://www.lyricsbogie.com/movies/do-phool-1958/door-andhera-hua.html	gori	1
I (2015)	2015	https://www.lyricsbogie.com/movies/i-2015/issak-taari.html	gore	1
Do Jasoos (1975)	1975	https://www.lyricsbogie.com/movies/do-jasoos-1975/dariya-cha-raja.html	gori	4
Lallu Ram (1985)	1985	https://www.lyricsbogie.com/movies/lallu-ram-1985/mera-milan-karado-mere-ram-se.html	gori	1
Meri Bhabhi (1969)	1969	https://www.lyricsbogie.com/movies/meri-bhabhi-1969/pawan-jhakora-sang-mere.html	gora	1
Sharafat Chhod Di Maine (1976)	1976	https://www.lyricsbogie.com/movies/sharafat-chhod-di-maine-1976/shaam-salona-main-hoon-gori.html	gori	7
Ustad Pedro (1951)	1951	https://www.lyricsbogie.com/movies/ustad-pedro-1951/dil-ka-ye-engine-sitiyaan.html	gori	4
Ek Saal (1957)	1957	https://www.lyricsbogie.com/movies/ek-saal-1957-movies/ulajh-gaye-do-naina-dekho.html	gori	7
Gharana (1961)	1961	https://www.lyricsbogie.com/movies/gharana-1961/mere-banne-ki-baat.html	gore	1
Warrant (1975)	1975	https://www.lyricsbogie.com/movies/warrant-1975/ladi-nazariyan.html	gori	2
Humko Tumse Pyaar Hai (2006)	2006	https://www.lyricsbogie.com/movies/humko-tumse-pyaar-hai-2006/bajne-lage-hain-shank-se-mann.html	gori	1
Sheroo (1957)	1957	https://www.lyricsbogie.com/movies/sheroo-1957/aaya-karke-bhes-nirala.html	gori	2
Tulsidas (1954)	1954	https://www.lyricsbogie.com/movies/tulsidas-1954/naiya-jaldi-le-chalo-mujhe.html	gori	1
Kabhi Khushi Kabhie Gham... (2001)	2001	https://www.lyricsbogie.com/movies/kabhi-khushi-kabhie-gham-2001/say-shava-shava.html	gori	2
Bandi (1957)	1957	https://www.lyricsbogie.com/movies/bandi-1957/kahe-sharmaye-gori.html	gori	6
Nadiya Ke Paar (1948)	1948	https://www.lyricsbogie.com/movies/nadiya-ke-paar-1948/ankhiya-milake.html	gora	1
Baankey Ki Crazy Baraat (2015)	2015	https://www.lyricsbogie.com/movies/baankey-ki-crazy-baraat-2015/crazy-baraat.html	gori	1
Pati Patni (1966)	1966	https://www.lyricsbogie.com/movies/pati-patni-1966/kajre-badarwa-re.html	gori	2
Ghar Grihasti (1958)	1958	https://www.lyricsbogie.com/movies/ghar-grihasti-1958/teri-chaal-atpat.html	gori	1
Satya (1998)	1998	https://www.lyricsbogie.com/movies/satya-1998/sapne-mein-milti-hai.html	gora	2
Azaad (1978)	1978	https://www.lyricsbogie.com/movies/azaad-1978/main-hu-teri-prem-deewani.html	gori	1
Painter Babu (1983)	1983	https://www.lyricsbogie.com/movies/painter-babu-1983/humka-lai-chal-yara.html	gori	3
Chand Mere Aja (1960)	1960	https://www.lyricsbogie.com/movies/chand-mere-aja-1960/chand-ko-dekho-ji.html	gori	2
Paanch Dushman (1973)	1973	https://www.lyricsbogie.com/movies/paanch-dushman-1973/samjha-main-kismat-khul-gayi.html	gora	4
Paanch Dushman (1973)	1973	https://www.lyricsbogie.com/movies/paanch-dushman-1973/samjha-main-kismat-khul-gayi.html	gore	1
Bhakti Mein Shakti (1978)	1978	https://www.lyricsbogie.com/movies/bhakti-mein-shakti-1978/saas-meri-mangti-hai-munna.html	goriye	1
Bhakti Mein Shakti (1978)	1978	https://www.lyricsbogie.com/movies/bhakti-mein-shakti-1978/saas-meri-mangti-hai-munna.html	gori	1
Kabhi Alvida Naa Kehna (2006)	2006	https://www.lyricsbogie.com/movies/kabhi-alvida-naa-kehna-2006/rock-n-roll.html	gore	8
Balika Badhu (1976)	1976	https://www.lyricsbogie.com/movies/balika-badhu-1976/aao-re-aao-khelo-holi-biraj-me.html	gori	4
Pyaar (1950)	1950	https://www.lyricsbogie.com/movies/pyaar-1950/kachchi-pakki-sadko-pe.html	gori	4
Basant (1960)	1960	https://www.lyricsbogie.com/movies/basant-1960/mere-lehange-mein.html	gora	1
Bade Ghar Ki Beti (1989)	1989	https://www.lyricsbogie.com/movies/bade-ghar-ki-beti-1989/yeh-ladki-nahin-hai.html	gori	7
Subah (1982)	1982	https://www.lyricsbogie.com/movies/subah-1982/chaiti-poonamka-chanda.html	gori	2
Kalpana (1960)	1960	https://www.lyricsbogie.com/movies/kalpana-1960/main-khidki-pe-aaungi.html	gore	3
Sawan Ke Geet (1978)	1978	https://www.lyricsbogie.com/movies/sawan-ke-geet-1978/ho-gaya-re-ye-sawan-bairi.html	gori	3
Samadhi (1950)	1950	https://www.lyricsbogie.com/movies/samadhi-1950/netaji-ka-jeevan-hai.html	gora	1
Samadhi (1950)	1950	https://www.lyricsbogie.com/movies/samadhi-1950/netaji-ka-jeevan-hai.html	gore	1
Choron Ka Chor (2003)	2003	https://www.lyricsbogie.com/movies/choron-ka-chor-2003/hey-mama-mama-mama.html	gori	4
Chand Mere Aja (1960)	1960	https://www.lyricsbogie.com/movies/chand-mere-aja-1960/o-paisewalo-kaisa-tumhara.html	gore	2
Dil Daulat Duniya (1972)	1972	https://www.lyricsbogie.com/movies/dil-daulat-duniya-1972/deep-jale-dekho.html	gori	10
Aankhon Aankhon Mein (1972)	1972	https://www.lyricsbogie.com/movies/aankhon-aankhon-mein-1972/gora-rang-mera.html	gora	4
Aankhon Aankhon Mein (1972)	1972	https://www.lyricsbogie.com/movies/aankhon-aankhon-mein-1972/gora-rang-mera.html	gori	5
Water (2005)	2005	https://www.lyricsbogie.com/movies/water-2005/sham-rang-mein-rang-do.html	gori	4
Do Aankhen (1974)	1974	https://www.lyricsbogie.com/movies/do-aankhen-1974/khinch-kata.html	gori	1
Do Aankhen (1974)	1974	https://www.lyricsbogie.com/movies/do-aankhen-1974/khinch-kata.html	gore	1
Himmatvar (1996)	1996	https://www.lyricsbogie.com/movies/himmatvar-1996/pyar-ka-mitha-mitha.html	gori	2
Himmatvar (1996)	1996	https://www.lyricsbogie.com/movies/himmatvar-1996/pyar-ka-mitha-mitha.html	goriya	3
Judaai (1997)	1997	https://www.lyricsbogie.com/movies/judaai-1997/raat-ko-neend-aati-nahi.html	gore	1
Striker (2010)	2010	https://www.lyricsbogie.com/movies/striker-2010/cham-cham-2.html	gori	1
Rami Dhoban (1953)	1953	https://www.lyricsbogie.com/movies/rami-dhoban-1953/sau-baras-par-preetam.html	gori	2
Dekhi Teri Bambai (1961)	1961	https://www.lyricsbogie.com/movies/dekhi-teri-bambai-1961/jiye-teri-bambai.html	gori	1
Dil Sala Sanki (2016)	2016	https://www.lyricsbogie.com/movies/dil-sala-sanki-2016/panj-chaske.html	gori	1
Mother India (1957)	1957	https://www.lyricsbogie.com/movies/mother-india-1957/khat-khut-karati.html	gori	2
Mother India (1957)	1957	https://www.lyricsbogie.com/movies/mother-india-1957/khat-khut-karati.html	goraa	1
Raaste Pyar Ke (1982)	1982	https://www.lyricsbogie.com/movies/raaste-pyar-ke-1982/kisi-ne-prem-ka-amrit-chakha.html	gore	5
Baar Baar Dekho (2016)	2016	https://www.lyricsbogie.com/movies/baar-baar-dekho-2016/kala-chashma.html	gore	9
Mahaan (1983)	1983	https://www.lyricsbogie.com/movies/mahaan-1983/har-chhori-rani.html	gori	1
Rajjo (2013)	2013	https://www.lyricsbogie.com/movies/rajjo-2013/julmi-re-julmi.html	gori	1
Oomar Qaid (1961)	1961	https://www.lyricsbogie.com/movies/oomar-qaid-1961/bumbai-purani.html	gori	4
Jigarwala (1991)	1991	https://www.lyricsbogie.com/movies/jigarwala-1991/hum-to-hain-teen-bhai.html	gori	6
New Delhi (1956)	1956	https://www.lyricsbogie.com/movies/new-delhi-1956/tum-sang-preet-lagayi.html	gori	2
New Delhi (1956)	1956	https://www.lyricsbogie.com/movies/new-delhi-1956/tum-sang-preet-lagayi.html	gore	2
Mere Jeevan Saathi (2006)	2006	https://www.lyricsbogie.com/movies/mere-jeevan-saathi-2006/tumko-dulhan-banayenge.html	gori	1
Khoon Ka Rishta (1981)	1981	https://www.lyricsbogie.com/movies/khoon-ka-rishta-1981/kagaz-ko-phenko.html	gora	1
Shyam Tere Kitne Naam (1977)	1977	https://www.lyricsbogie.com/movies/shyam-tere-kitne-naam-1977/jamuna-kinare-baje.html	goriyaa	2
Zulm Ki Zanjeer (1989)	1989	https://www.lyricsbogie.com/movies/zulm-ki-zanjeer-1989/milke-chal-o-sathi.html	gori	2
Inkaar (1977)	1977	https://www.lyricsbogie.com/movies/inkaar-1977/o-mungda-mungda-main-gud-ki-dali.html	gori	2
Udaan (1997)	1997	https://www.lyricsbogie.com/movies/udaan-1997/angrezee-bhasha-mein.html	gore	2
Kan Kan Men Bhagwan (1963)	1963	https://www.lyricsbogie.com/movies/kan-kan-men-bhagwan-1963/ja-ja-ja-chhod-de-o-chhaliya.html	gori	5
Border Hindustan Ka (2003)	2003	https://www.lyricsbogie.com/movies/border-hindustan-ka-2003/gaye-bachpan-ke-din-tere.html	gori	1
Veer (1995)	1995	https://www.lyricsbogie.com/movies/veer-1995/dhoom-dhadaka-2.html	gori	2
Raagini (1958)	1958	https://www.lyricsbogie.com/movies/raagini-1958/mai-bangali-chhokra.html	gori	2
Hatyara (1977)	1977	https://www.lyricsbogie.com/movies/hatyara-1977/sone-ka-chabutra.html	gori	6
Khubsoorat (1980)	1980	https://www.lyricsbogie.com/movies/khubsoorat-1980/kayda-tod-ke.html	gore	2
Meghdoot (1945)	1945	https://www.lyricsbogie.com/movies/meghdoot-1945/o-varsha-ke-pehle-baadal.html	gori	1
C.I.D. 909 (1967)	1967	https://www.lyricsbogie.com/movies/c-i-d-909-1967/tera-nikhra-nikhra-chehra.html	gora	2
Beti No. 1 (2000)	2000	https://www.lyricsbogie.com/movies/beti-no-1-2000/tune-jo-liya-mera-chumma.html	gori	1
Aaj Ka Arjun (1990)	1990	https://www.lyricsbogie.com/movies/aaj-ka-arjun-1990/chhod-babul-ka-ghar-chal.html	gori	1
Ek Dil Sao Afsane (1963)	1963	https://www.lyricsbogie.com/movies/ek-dil-sao-afsane-1963/kuchh-sher-sunata.html	gora	1
The Train (1970)	1970	https://www.lyricsbogie.com/movies/the-train-1970/ne-soniye.html	gori	1
Mata Vaishno Devi (1971)	1971	https://www.lyricsbogie.com/movies/mata-vaishno-devi-1971/chand-ne-aisa-jaadu-dala.html	gora	10
Shankar Dada (1976)	1976	https://www.lyricsbogie.com/movies/shankar-dada-1976/garibo-ko-tum-sath-apne.html	gora	1
Banarasi Babu (1997)	1997	https://www.lyricsbogie.com/movies/banarasi-babu-1997/banaras-ka-bhaiya.html	gori	2
Mashaal (1950)	1950	https://www.lyricsbogie.com/movies/mashaal-1950/mohe-laaga-solhwa-saal.html	gori	2
Judwaa (1997)	1997	https://www.lyricsbogie.com/movies/judwaa-1997/east-aur-west-india-is-the-best.html	goree	2
Anjaan (1956)	1956	https://www.lyricsbogie.com/movies/anjaan-1956/chandaniya-nadiya.html	gori	1
Ponga Pandit (1975)	1975	https://www.lyricsbogie.com/movies/ponga-pandit-1975/ganga-ghat-ka-pani-piya-hai.html	gori	2
Manchali (1973)	1973	https://www.lyricsbogie.com/movies/manchali-1973/o-manchali-kahan-chali-title.html	gori	1
Sher Dil (1965)	1965	https://www.lyricsbogie.com/movies/sher-dil-1965/khayalo-mein.html	gora	2
Aadhi Roti (1957)	1957	https://www.lyricsbogie.com/movies/aadhi-roti-1957/mai-gori-gori-gori-chori.html	gora	1
Aadhi Roti (1957)	1957	https://www.lyricsbogie.com/movies/aadhi-roti-1957/mai-gori-gori-gori-chori.html	gori	12
Hong Kong (1962)	1962	https://www.lyricsbogie.com/movies/hong-kong-1962/hong-kong-china-meena-singapore.html	gore	2
Jagga Daku (1959)	1959	https://www.lyricsbogie.com/movies/jagga-daku-1959/tu-roop-ki-nagari-ka-raja.html	gori	2
Gaai Aur Gori (1973)	1973	https://www.lyricsbogie.com/movies/gaai-aur-gori-1973/gori-o-gori-prem-kar-le.html	gori	18
Parivar (1956)	1956	https://www.lyricsbogie.com/movies/parivar-1956/jhir-jhir-jhir-jhir-badarawa-barse.html	goree	1
Sajani (1956)	1956	https://www.lyricsbogie.com/movies/sajani-1956/murli-bujaayi-pyaare.html	gori	1
Mard (1985)	1985	https://www.lyricsbogie.com/movies/mard-1985/hum-to-tambu-mein-bambu.html	gore	1
Raja Aur Runk (1968)	1968	https://www.lyricsbogie.com/movies/raja-aur-runk-1968/o-firkiwali-tu-kal-phir-aana.html	gori	3
Mr. X In Bombay (1964)	1964	https://www.lyricsbogie.com/movies/mr-x-in-bombay-1964/chali-re-chali-gori.html	gori	13
Kucch To Hai (2003)	2003	https://www.lyricsbogie.com/movies/kucch-to-hai-2003/pyaar-pyaar-mein.html	gore	4
Pathan (1962)	1962	https://www.lyricsbogie.com/movies/pathan-1962/bombay-central-par.html	gori	4
Anjaam (1994)	1994	https://www.lyricsbogie.com/movies/anjaam-1994/kolhapur-se-aaye-jhumke.html	gore	1
Khidki (1948)	1948	https://www.lyricsbogie.com/movies/khidki-1948/aye-ji-munh-kyun-chhupana.html	gore	2
Aya Sawan Jhoom Ke (1969)	1969	https://www.lyricsbogie.com/movies/aya-sawan-jhoom-ke-1969/aaya-saawan-jhoom-ke-title.html	gori	1
Mera Lahoo (1987)	1987	https://www.lyricsbogie.com/movies/mera-lahoo-1987/govinda-tera-kishan-kanhaiya.html	gori	2
Insaan Jaag Utha (1959)	1959	https://www.lyricsbogie.com/movies/insaan-jaag-utha-1959/ye-chanda-roos-kaa.html	gorey	4
Chitchor (1976)	1976	https://www.lyricsbogie.com/movies/chitchor-1976/gori-tera-gaon-bada-pyara.html	gori	4
Bahu Ki Awaaz (1985)	1985	https://www.lyricsbogie.com/movies/bahu-ki-awaaz-1985/samadhin-ki-meina.html	gori	1
Shera (1999)	1999	https://www.lyricsbogie.com/movies/shera-1999/hai-tota.html	gori	2
Kahin Pyaar Na Ho Jaaye (2000)	2000	https://www.lyricsbogie.com/movies/kahin-pyaar-na-ho-jaaye-2000/sawariya-re-o-sawariya.html	gori	4
Woh 7 Din (1983)	1983	https://www.lyricsbogie.com/movies/woh-7-din-1983/kangana-oye-hoye.html	gori	4
Love In Bombay (2013)	2013	https://www.lyricsbogie.com/movies/love-in-bombay-2013/taali-bajao-maza-nava.html	gori	1
Daava (1997)	1997	https://www.lyricsbogie.com/movies/daava-1997/hum-sabhi-hai.html	gori	2
Tumhare Liye (1978)	1978	https://www.lyricsbogie.com/movies/tumhare-liye-1978/mere-hathon-mein-lage-to-rang.html	gora	2
Tumhare Liye (1978)	1978	https://www.lyricsbogie.com/movies/tumhare-liye-1978/mere-hathon-mein-lage-to-rang.html	gori	2
Lambe Haath (1960)	1960	https://www.lyricsbogie.com/movies/lambe-haath-1960/o-diwane.html	gori	2
Dost (1989)	1989	https://www.lyricsbogie.com/movies/dost-1989/step-by-step.html	gori	1
Ghatothkach (2008)	2008	https://www.lyricsbogie.com/movies/ghatothkach-2008/angalik-bangalikjaadu-hai.html	gora	1
Taaqat (1982)	1982	https://www.lyricsbogie.com/movies/taaqat-1982/teri-nindiya-ko-lag-jaye-aag-re.html	gore	1
Maidan-E-jung (2004)	2004	https://www.lyricsbogie.com/movies/maidan-e-jung-2004/aa-aa-baho-me-aaja.html	gori	1
Angaara (1996)	1996	https://www.lyricsbogie.com/movies/angaara-1996/aara-hile-chapra-hile.html	gori	1
Pehchan (1970)	1970	https://www.lyricsbogie.com/movies/pehchan-1970/wo-pari-kahaan-se-laaun.html	gori	7
Anita (1967)	1967	https://www.lyricsbogie.com/movies/anita-1967/gore-gore-chand-se-mukh-pe.html	gore	18
Kaash Mere Hote (2009)	2009	https://www.lyricsbogie.com/movies/kaash-mere-hote-2009/teri-naganee.html	gore	3
Mujhe Kucch Kehna Hai (2001)	2001	https://www.lyricsbogie.com/movies/mujhe-kucch-kehna-hai-2001/dupatta-2.html	gora	7
Mujhe Kucch Kehna Hai (2001)	2001	https://www.lyricsbogie.com/movies/mujhe-kucch-kehna-hai-2001/dupatta-2.html	gore	1
Naag Mohini (1963)	1963	https://www.lyricsbogie.com/movies/naag-mohini-1963/neeli-neeli-ankhiyon-mein.html	gore	4
Dream Girl (1977)	1977	https://www.lyricsbogie.com/movies/dream-girl-1977/duniya-ke-log-kitne-achche-hote.html	gorey	2
Anokhi Ada (1973)	1973	https://www.lyricsbogie.com/movies/anokhi-ada-1973/sundari-aye-haye-sundari.html	gore	1
Pyar Ki Rahen (1959)	1959	https://www.lyricsbogie.com/movies/pyar-ki-rahen-1959/dekho-ji-akeli-aaya-jaya-na-karo.html	gori	2
Jawani Zindabad (1990)	1990	https://www.lyricsbogie.com/movies/jawani-zindabad-1990/husn-ishq-ki-yeh-kahani.html	gori	1
Megha (1996)	1996	https://www.lyricsbogie.com/movies/megha-1996/banke-chudiwala.html	gori	6
Megha (1996)	1996	https://www.lyricsbogie.com/movies/megha-1996/banke-chudiwala.html	gore	8
Gangster (1994)	1994	https://www.lyricsbogie.com/movies/gangster-1994/aaja-gori-bangar-ki.html	gori	7
Upaasna (1971)	1971	https://www.lyricsbogie.com/movies/upaasna-1971/kali-kali-saree-mein.html	gori	12
Pyaar Ka Rishta (1973)	1973	https://www.lyricsbogie.com/movies/pyaar-ka-rishta-1973/mera-naam-hai-flory.html	gori	3
Pyaar Ka Rishta (1973)	1973	https://www.lyricsbogie.com/movies/pyaar-ka-rishta-1973/mera-naam-hai-flory.html	gore	3
Kuch Kuch Locha Hai (2015)	2015	https://www.lyricsbogie.com/movies/kuch-kuch-locha-hai-2015/kuch-kuch-locha-hai-title.html	gori	1
Nafrat Ki Aandhi (1989)	1989	https://www.lyricsbogie.com/movies/nafrat-ki-aandhi-1989/kaise-tum-thanedar.html	gori	4
Pehli Raat (1959)	1959	https://www.lyricsbogie.com/movies/pehli-raat-1959/ye-powder-ye-surkhiya.html	gore	4
Pehli Raat (1959)	1959	https://www.lyricsbogie.com/movies/pehli-raat-1959/ye-powder-ye-surkhiya.html	goriya	2
Suhaag (1979)	1979	https://www.lyricsbogie.com/movies/suhaag-1979/teri-rab-ne-bana-di-jodi.html	gori	2
Aatank (1996)	1996	https://www.lyricsbogie.com/movies/aatank-1996/sawariya-main-khadi-rahoon.html	gora	3
Ranbanka (2015)	2015	https://www.lyricsbogie.com/movies/ranbanka-2015/holi-diwani-aayi-re.html	gore	1
Special Chabbis (2013)	2013	https://www.lyricsbogie.com/movies/special-chabbis-2013/gore-mukhde-pe.html	gore	11
Sapera (1961)	1961	https://www.lyricsbogie.com/movies/sapera-1961/roop-tumhara.html	gori	1
Yuvraaj (1979)	1979	https://www.lyricsbogie.com/movies/yuvraaj-1979/o-chanda.html	gori	6
Sadma (1983)	1983	https://www.lyricsbogie.com/movies/sadma-1983/o-babuaa-yeh-mahuaa.html	goree	1
Pyasi Sham (1969)	1969	https://www.lyricsbogie.com/movies/pyasi-sham-1969/saiyaan-bijli-hai.html	gori	1
Sheetla Mata (1981)	1981	https://www.lyricsbogie.com/movies/sheetla-mata-1981/mujhko-kehte-hain.html	gori	14
Kartoos (1999)	1999	https://www.lyricsbogie.com/movies/kartoos-1999/o-rabba.html	gori	2
Kartoos (1999)	1999	https://www.lyricsbogie.com/movies/kartoos-1999/o-rabba.html	gore	2
Nishana (1980)	1980	https://www.lyricsbogie.com/movies/nishana-1980/o-gori-shehar-ki-chhori.html	gori	6
Nishana (1980)	1980	https://www.lyricsbogie.com/movies/nishana-1980/o-gori-shehar-ki-chhori.html	gore	1
Aunty No. 1 (1998)	1998	https://www.lyricsbogie.com/movies/aunty-no-1-1998/hani-teraa-dilwala.html	gore	3
Chandi Ki Deewar (1964)	1964	https://www.lyricsbogie.com/movies/chandi-ki-deewar-1964/ka-se-kul-duniya-hamari.html	gore	1
Hangama (1952)	1952	https://www.lyricsbogie.com/movies/hangama-1952/aao-khana-hai.html	gora	2
Gambler (1960)	1960	https://www.lyricsbogie.com/movies/gambler-1960/jab-ghadi-bole-char.html	gori	3
Shararat (1972)	1972	https://www.lyricsbogie.com/movies/shararat-1972/jaan-e-jigar-tu-hai-haseen.html	gori	5
Yeh Dillagi (1994)	1994	https://www.lyricsbogie.com/movies/yeh-dillagi-1994/honton-pe-bas.html	goree	1
Dil Hi Dil Mein (2000)	2000	https://www.lyricsbogie.com/movies/dil-hi-dil-mein-2000/oh-mariya.html	goriya	4
Zindagi (1976)	1976	https://www.lyricsbogie.com/movies/zindagi-1976/umar-to-pyar.html	gori	1
Chand Mere Aja (1960)	1960	https://www.lyricsbogie.com/movies/chand-mere-aja-1960/o-o-teri-aankhon-mein-pyaar.html	gori	8
Gopi (1973)	1973	https://www.lyricsbogie.com/movies/gopi-1973/gentleman-2.html	gori	4
Gunsundari (1948)	1948	https://www.lyricsbogie.com/movies/gunsundari-1948/rumak-jhoom-rumak-jhoom.html	gorina	10
