Movie	Released on	URL	Word	Count
Doosri Shaadi (1947)	1947	https://www.lyricsbogie.com/movies/doosri-shaadi-1947/o-dil-pe-teer-chalaye.html	gore	2
Superman (1960)	1960	https://www.lyricsbogie.com/movies/superman-1960/thodi-thodi-gori-hain.html	gori	5
Superman (1960)	1960	https://www.lyricsbogie.com/movies/superman-1960/thodi-thodi-gori-hain.html	gore	3
Neelam Pari (1952)	1952	https://www.lyricsbogie.com/movies/neelam-pari-1952/sapno-me-aane-wala-balaam.html	gori	1
Bhabhi (1957)	1957	https://www.lyricsbogie.com/movies/bhabhi-1957/jawan-ho-ya-budhiya.html	gori	1
Shabistan (1951)	1951	https://www.lyricsbogie.com/movies/shabistan-1951/hum-hain-tere-deewane.html	goraa	2
Bandie (1978)	1978	https://www.lyricsbogie.com/movies/bandie-1978/rangey-na-man-rang-mein-agar.html	gori	4
Manoranjan: The Entertainment (2006)	2006	https://www.lyricsbogie.com/movies/manoranjan-the-entertainment-2006/gore-badan-pe-laal-chunariya.html	gore	8
Daanveer (1996)	1996	https://www.lyricsbogie.com/movies/daanveer-1996/meri-jaan-tera-dil.html	gore	1
Chingari (1989)	1971	https://www.lyricsbogie.com/movies/chingari-1989/teri-karam-kahani.html	gori	1
Chhoo Mantar (1956)	1956	https://www.lyricsbogie.com/movies/chhoo-mantar-1956/jab-badal-lehraya.html	gora	4
Tel Malish Boot Polish (1961)	1961	https://www.lyricsbogie.com/movies/tel-malish-boot-polish-1961/lo-aaya-japanwala.html	gori	2
Amaanat (1994)	1994	https://www.lyricsbogie.com/movies/amaanat-1994/gori-gori-gori-change-kar.html	gori	11
Jaali Note (1960)	1960	https://www.lyricsbogie.com/movies/jaali-note-1960/idhar-dekh-mera-dil.html	gori	2
Dharam Karam (1975)	1975	https://www.lyricsbogie.com/movies/dharam-karam-1975/mukh-pe-jo-chhidka-paani.html	gori	2
Aanchal (1960)	1960	https://www.lyricsbogie.com/movies/aanchal-1960/aeji-kuch-toh-bolo.html	gori	2
Billa Ranga (1982)	1982	https://www.lyricsbogie.com/movies/billa-ranga-1982/pyaar-ka-tere-pyaar-ka.html	gori	2
Albeli (1955)	1955	https://www.lyricsbogie.com/movies/albeli-1955/gori-tujhe-aana-padega.html	gori	8
Shaadi (1941)	1941	https://www.lyricsbogie.com/movies/shaadi-1941/bheegoi-mori-saari-re.html	gori	2
It's A Wonderful Afterlife (2010)	2010	https://www.lyricsbogie.com/movies/its-a-wonderful-afterlife-2010/larl-larl-buleeya.html	gora	8
Naya Bakra (1979)	1979	https://www.lyricsbogie.com/movies/naya-bakra-1979/o-rekha.html	gora	2
Daku Aur Jawan (1978)	1978	https://www.lyricsbogie.com/movies/daku-aur-jawan-1978/mere-desh-ke-rang.html	gori	1
Nache Nagin Baje Been (1960)	1960	https://www.lyricsbogie.com/movies/naache-nagin-baje-been-1960/gori-nagan-ban-ke.html	gori	5
Ustad (1957)	1957	https://www.lyricsbogie.com/movies/ustad-1957/kiske-liye-bekarar.html	gori	9
Rowdy Rathore (2012)	2012	https://www.lyricsbogie.com/movies/rowdy-rathore-2012/chinta-ta-ta-chita-chita.html	gori	2
Aag (1948)	1948	https://www.lyricsbogie.com/movies/aag-1948/raat-ko-ji.html	gori	1
Toh Baat Pakki! (2010)	2010	https://www.lyricsbogie.com/movies/toh-baat-pakki-2010/jis-din-mera-byaah.html	gori	1
Rustom Kaun (1966)	1966	https://www.lyricsbogie.com/movies/rustom-kaun-1966/ka-maane-kar-le-ga-maane-gori.html	gori	6
Kismet Palat Ke Dekh (1961)	1961	https://www.lyricsbogie.com/movies/kismet-palat-ke-dekh-1961/koi-gori-gulab-si-ladki.html	gori	6
Sawan (1959)	1959	https://www.lyricsbogie.com/movies/sawan-1959/tumne-kaha-chhoo.html	gora	1
Dil Hi Dil Mein (2000)	2000	https://www.lyricsbogie.com/movies/dil-hi-dil-mein-2000/dola-dola.html	gori	4
Gaai Aur Gori (1973)	1973	https://www.lyricsbogie.com/movies/gaai-aur-gori-1973/champa-chameli.html	gori	1
Pitaah (2002)	2002	https://www.lyricsbogie.com/movies/pitaah-2002/rama-bachaye.html	gore	2
Cobra Girl (1963)	1963	https://www.lyricsbogie.com/movies/cobra-girl-1963/babul-ki-ladli.html	gori	1
Tilak (1992)	1992	https://www.lyricsbogie.com/movies/tilak-1992/katata-nahin-hain-din.html	gori	1
Chalta Purza (1977)	1977	https://www.lyricsbogie.com/movies/chalta-purza-1977/are-aa-gaye-hum-dildaar.html	gori	1
Banarasi Babu (1997)	1997	https://www.lyricsbogie.com/movies/banarasi-babu-1997/paan-ka-ek-beeda.html	gori	2
Samadhi (1950)	1950	https://www.lyricsbogie.com/movies/samadhi-1950/gore-gore-o-banke-chore.html	gori	12
Samadhi (1950)	1950	https://www.lyricsbogie.com/movies/samadhi-1950/gore-gore-o-banke-chore.html	gore	8
Inth Ka Jawab Patthar (2002)	2002	https://www.lyricsbogie.com/movies/inth-ka-jawab-patthar-2002/main-dabbewala.html	goriyo	1
Pareeksha (1963)	1963	https://www.lyricsbogie.com/movies/pareeksha-1963/jab-se-uljhe-nainwa.html	gora	2
Inspector (1970)	1970	https://www.lyricsbogie.com/movies/inspector-1970/kisi-ki-patli-kamar-2.html	gori	4
Special Chabbis (2013)	2013	https://www.lyricsbogie.com/movies/special-chabbis-2013/dharpakad.html	gora	1
Chal Chal Re Naujawan (1944)	1944	https://www.lyricsbogie.com/movies/chal-chal-re-naujawan-1944/laaye-balamwa-mere-liye.html	gori	7
Chal Chal Re Naujawan (1944)	1944	https://www.lyricsbogie.com/movies/chal-chal-re-naujawan-1944/laaye-balamwa-mere-liye.html	gore	1
Jadoo Nagri (1961)	1961	https://www.lyricsbogie.com/movies/jadoo-nagri-1961/lut-liya-re-jiya-lut-liya.html	gori	4
Bandhan (1998)	1998	https://www.lyricsbogie.com/movies/bandhan-1998/bandhan-title.html	gori	2
Caravan (1944)	1944	https://www.lyricsbogie.com/movies/caravan-1944/sajanva-preet-ki-reet-nibha.html	gori	1
Pocket Maar (1974)	1974	https://www.lyricsbogie.com/movies/pocket-maar-1974/balma-anadi.html	gore	4
Inteqam: The Perfect Game (2004)	2004	https://www.lyricsbogie.com/movies/inteqam-the-perfect-game-2004/aayi-aayi-re-holi.html	gore	1
Arjun Pandit (1999)	1999	https://www.lyricsbogie.com/movies/arjun-pandit-1999/kudiyan-shehar-diyan-2.html	gora	4
Ganga Jamuna (1961)	1961	https://www.lyricsbogie.com/movies/ganga-jamuna-1961/nain-lad-jai-hai-to-manva-ma.html	gori	3
Veer (1995)	1995	https://www.lyricsbogie.com/movies/veer-1995/gorey-gorey-gaal-mere.html	gorey	14
Veer (1995)	1995	https://www.lyricsbogie.com/movies/veer-1995/gorey-gorey-gaal-mere.html	gori	2
Gogola (1966)	1966	https://www.lyricsbogie.com/movies/gogola-1966/dekha-dekha-balma.html	gora	2
Justice Chaudhury (1983)	1983	https://www.lyricsbogie.com/movies/justice-chaudhury-1983/maine-tujhe-chhuwa.html	gori	1
Suhag Sindoor (1953)	1953	https://www.lyricsbogie.com/movies/suhag-sindoor-1953/mere-ladle-balam-tohe.html	gori	4
Suhag Sindoor (1953)	1953	https://www.lyricsbogie.com/movies/suhag-sindoor-1953/mere-ladle-balam-tohe.html	gore	3
1947: Earth (1998)	1999	https://www.lyricsbogie.com/movies/1947-earth-1998/ruth-aa-gayee-re.html	gori	1
Hum Log (1951)	1951	https://www.lyricsbogie.com/movies/hum-log-1951/chhun-chhun-chhun-baaje.html	gori	2
Pehli Jhalak (1955)	1955	https://www.lyricsbogie.com/movies/pehli-jhalak-1955/dekh-ke-mera-gora-mukhada.html	gora	1
Pehli Jhalak (1955)	1955	https://www.lyricsbogie.com/movies/pehli-jhalak-1955/dekh-ke-mera-gora-mukhada.html	gore	2
Dhund: The Fog (2003)	2003	https://www.lyricsbogie.com/movies/dhund-the-fog-2003/mehki-mehki-2.html	gore	4
Amar Singh Rathod (1957)	1957	https://www.lyricsbogie.com/movies/amar-singh-rathod-1957/o-dilwalo-baitho-sambhal.html	gore	2
Anpadh (1962)	1962	https://www.lyricsbogie.com/movies/anpadh-1962/dulhan-marwad-ki.html	gori	2
Yeh Kaisa Insaf (1980)	1980	https://www.lyricsbogie.com/movies/yeh-kaisa-insaf-1980/tere-tan-mein-pale.html	gori	1
Shisham (1952)	1952	https://www.lyricsbogie.com/movies/shisham-1952/baje-bansuri-chale-saanwari.html	gore	1
Barati (1954)	1954	https://www.lyricsbogie.com/movies/barati-1954/nach-le-bawariya.html	gori	1
Char Diwari (1961)	1961	https://www.lyricsbogie.com/movies/char-diwari-1961/gori-baabul-ka-gharwa.html	gori	11
Thoda Lutf Thoda Ishq (2015)	2015	https://www.lyricsbogie.com/movies/thoda-lutf-thoda-ishq-2015/bawri-pooch-pool-party.html	gori	2
Dr. Z (1959)	1959	https://www.lyricsbogie.com/movies/dr-z-1959/hello-sweety-seventeen.html	gori	4
Duniya Ek Sarai (1946)	1946	https://www.lyricsbogie.com/movies/duniya-ek-sarai-1946/aayi-baisakhi-bagiya-mehaki.html	gori	6
Goonj (1952)	1952	https://www.lyricsbogie.com/movies/goonj-1952/aa-gaye-aa-gaye-aa-gaye.html	goray	2
Saat Samundar Paar (1965)	1965	https://www.lyricsbogie.com/movies/saat-samundar-paar-1965/andaz-hasino-ke.html	gore	2
Mulzim (1988)	1988	https://www.lyricsbogie.com/movies/mulzim-1988/chal-gori-pyar-ke-gao-mein.html	gori	7
Mashooka (1953)	1953	https://www.lyricsbogie.com/movies/mashooka-1953/aaja-sanam-der-na-laga.html	gori	2
Jigariyaa (2014)	2014	https://www.lyricsbogie.com/movies/jigariyaa-2014/rang-rang-de.html	goriyaan	2
Albela Mastana (1967)	1967	https://www.lyricsbogie.com/movies/albela-mastana-1967/main-hoon-omar-khayyam.html	gore	2
Bikhare Moti (1971)	1971	https://www.lyricsbogie.com/movies/bikhare-moti-1971/o-zara-dekh-ke-chalna.html	gora	1
Bikhare Moti (1971)	1971	https://www.lyricsbogie.com/movies/bikhare-moti-1971/o-zara-dekh-ke-chalna.html	gori	10
Lohe Ke Haath (1990)	1990	https://www.lyricsbogie.com/movies/lohe-ke-haath-1990/aaja-dulheraj-mere-paas.html	gori	1
No Problem (2010)	2010	https://www.lyricsbogie.com/movies/no-problem-2010/shakira.html	gori	1
Pitaah (2002)	2002	https://www.lyricsbogie.com/movies/pitaah-2002/nadiya-kinare-aao.html	goree	2
Singaar (1949)	1949	https://www.lyricsbogie.com/movies/singaar-1949/mohe-chhed-gaya.html	gora	3
Hindustani (1996)	1996	https://www.lyricsbogie.com/movies/hindustani-1996/telephone-dhoon-mein.html	gori	1
Chacha Zindabad (1959)	1959	https://www.lyricsbogie.com/movies/chacha-zindabad-1959/jaao-jee-jaao-tumhe-maan-liya.html	gori	2
Haseenon Ka Devata (1971)	1971	https://www.lyricsbogie.com/movies/haseenon-ka-devata-1971/gori-ke-aanchal-me.html	gori	7
Tarzan Comes To Delhi (1965)	1965	https://www.lyricsbogie.com/movies/tarzan-comes-to-delhi-1965/kari-kari-ankhiyo-se.html	gori	7
Ghar Ghar Ki Baat (1959)	1959	https://www.lyricsbogie.com/movies/ghar-ghar-ki-baat-1959/uparwale-ne-jaldi-me.html	gore	2
Haathi Mere Saathi (1971)	1971	https://www.lyricsbogie.com/movies/haathi-mere-saathi-1971/duniya-mein-rehna-hai-to.html	gori	2
Railway Platform (1955)	1955	https://www.lyricsbogie.com/movies/railway-platform-1955/andher-nagari-chaupat-raja.html	gore	1
Tejaa (1990)	1990	https://www.lyricsbogie.com/movies/tejaa-1990/ambua-ka-pedh-hain.html	goriya	1
Khamosh Nigahen (1946)	1946	https://www.lyricsbogie.com/movies/khamosh-nigahen-1946/saajan-ke-ghar-jaao.html	gori	6
Tumko Na Bhool Paayenge (2002)	2002	https://www.lyricsbogie.com/movies/tumko-na-bhool-paayenge-2002/kyon-khanke-teri-choodi.html	gori	1
Aangan (1973)	1973	https://www.lyricsbogie.com/movies/aangan-1973/madira-hi-madira-tere.html	gori	1
Chhoo Mantar (1956)	1956	https://www.lyricsbogie.com/movies/chhoo-mantar-1956/aaja-re-aaja-na-sata-re-piya.html	gori	4
Maseeha (2002)	2002	https://www.lyricsbogie.com/movies/maseeha-2002/gal-suno-sardarji.html	gori	2
Nagin (1976)	1976	https://www.lyricsbogie.com/movies/nagin-1976/tere-mere-yaraane-ho.html	gori	1
Aar Paar (1985)	1985	https://www.lyricsbogie.com/movies/aar-paar-1985/kaunse-dariya-kaunse.html	gori	1
Baiju Bawra (1952)	1952	https://www.lyricsbogie.com/movies/baiju-bawra-1952/jhoole-me-pawan-ki-aai-bahar.html	gori	2
Man Ki Jeet (1944)	1944	https://www.lyricsbogie.com/movies/man-ki-jeet-1944/aye-chand-na-itrana.html	gora	1
Jab Yaad Kisi Ki Aati Hai (1967)	1967	https://www.lyricsbogie.com/movies/jab-yaad-kisi-ki-aati-hai-1967/piya-se-milan-hoi-gaya.html	gori	2
Goonj (1989)	1989	https://www.lyricsbogie.com/movies/goonj-1989/suta-lagao-yaro.html	gori	2
Yaar Gaddar (1994)	1994	https://www.lyricsbogie.com/movies/yaar-gaddar-1994/tum-jaoge-jab-jaha.html	gora	2
Chal Chala Chal (2009)	2009	https://www.lyricsbogie.com/movies/chal-chala-chal-2009/gaanv-ke-pipal-tale.html	gori	5
Anpadh (1962)	1962	https://www.lyricsbogie.com/movies/anpadh-1962/jiya-le-gayo-ji-mora-saawariya.html	gori	1
Bidaai (1974)	1974	https://www.lyricsbogie.com/movies/bidaai-1974/kabhi-khole-na-tijori-ka-tala.html	gori	2
Haseenon Ka Devata (1971)	1971	https://www.lyricsbogie.com/movies/haseenon-ka-devata-1971/gore-gore-gaalo-wale.html	gore	16
Maa Ke Aansoo (1959)	1959	https://www.lyricsbogie.com/movies/maa-ke-aansoo-1959/kisi-se-ankh-ladi.html	gore	2
Chak De! India (2007)	2007	https://www.lyricsbogie.com/movies/chak-de-india-2007/bad-bad-girls.html	gori	1
Milan (1946)	1946	https://www.lyricsbogie.com/movies/milan-1946/chhan-mein-bajegi.html	gori	4
English Babu Desi Mem (1996)	1996	https://www.lyricsbogie.com/movies/english-babu-desi-mem-1996/dhol-baje-khuddum.html	gori	1
Anari (1975)	1975	https://www.lyricsbogie.com/movies/anari-1975/thandi-pawan-hai-deewani.html	gori	1
Khoon Ka Badla Khoon (1978)	1978	https://www.lyricsbogie.com/movies/khoon-ka-badla-khoon-1978/hoga-kya-aage-janab.html	gora	1
Bluffmaster! (2005)	2005	https://www.lyricsbogie.com/movies/bluffmaster-2005/say-na-say-na.html	gora	1
Suhagan (1954)	1954	https://www.lyricsbogie.com/movies/suhagan-1954/jamuna-ke-teer.html	gori	1
Malamaal Weekly (2006)	2006	https://www.lyricsbogie.com/movies/malamaal-weekly-2006/kismat-se-chalti-hain.html	gori	1
Hathkadi (1995)	1995	https://www.lyricsbogie.com/movies/hathkadi-1995-movies/mera-chandi-jaisa.html	gore	2
Apna Bana Lo (1982)	1982	https://www.lyricsbogie.com/movies/apna-bana-lo-1982/apne-apne-miya-pe.html	gora	1
Joru Ka Bhai (1955)	1955	https://www.lyricsbogie.com/movies/joru-ka-bhai-1955/chhanan-chhan.html	gori	6
Suraj Aur Chanda (1973)	1973	https://www.lyricsbogie.com/movies/suraj-aur-chanda-1973/gaaon-me-peepal.html	gori	2
Ek Gaon Ki Kahani (1975)	1975	https://www.lyricsbogie.com/movies/ek-gaon-ki-kahani-1975/kesar-jaisi-tu-kishori.html	gori	2
Khatta Meetha (1981)	1981	https://www.lyricsbogie.com/movies/khatta-meetha-1981/roll-roll-mako-nisa-dobara.html	gori	2
Aankhen (1950)	1950	https://www.lyricsbogie.com/movies/aankhen-1950/hum-se-nain-milana.html	gori	2
Jai Ho (2014)	2014	https://www.lyricsbogie.com/movies/jai-ho-2014/photocopy.html	gori	3
Salaakhen (1998)	1998	https://www.lyricsbogie.com/movies/salaakhen-1998/dil-mera-le-gayi-2.html	gore	6
School Master (1959)	1959	https://www.lyricsbogie.com/movies/school-master-1959/hello-hello-o-meri.html	gori	2
Bhemaa (1984)	1984	https://www.lyricsbogie.com/movies/bhemaa-1984/gori-gori-titlee.html	gori	14
Bhemaa (1984)	1984	https://www.lyricsbogie.com/movies/bhemaa-1984/gori-gori-titlee.html	gore	10
Naata (1955)	1955	https://www.lyricsbogie.com/movies/naata-1955/ghir-ghir-chhayi-mast-ghataye.html	gori	5
Prem Geet (1981)	1981	https://www.lyricsbogie.com/movies/prem-geet-1981/dulhe-raja.html	gori	5
Kahte Hain Mujhko Raja (1975)	1975	https://www.lyricsbogie.com/movies/kahte-hain-mujhko-raja-1975/kahte-hai-mujhko-raja-title.html	gori	1
Kshatriya (1993)	1993	https://www.lyricsbogie.com/movies/kshatriya-1993/chham-cham-barsa-pani.html	gori	2
Shukriya (1944)	1944	https://www.lyricsbogie.com/movies/shukriya-1944/naino-ke-teer-chala-gayi.html	gora	6
Lajwanti (1958)	1958	https://www.lyricsbogie.com/movies/lajwanti-1958/koi-aaya-dhadkan.html	gore	1
Ladaaki (1955)	1955	https://www.lyricsbogie.com/movies/ladaaki-1955/chale-aa-rahe-hain.html	gorey	2
Laat Saab (1992)	1992	https://www.lyricsbogie.com/movies/laat-saab-1992/hirni-jaisi-ankhon-wali.html	gore	12
Zara Si Zindagi (1983)	1983	https://www.lyricsbogie.com/movies/zara-si-zindagi-1983/tana-dim-tana-dim.html	gora	1
Mujhse Dosti Karoge! (2002)	2002	https://www.lyricsbogie.com/movies/mujhse-dosti-karoge-2002/the-medley.html	gori	2
Harfan Maulaa (1976)	1976	https://www.lyricsbogie.com/movies/harfan-maulaa-1976/jaaye-na-paiyo-hamari.html	gori	2
Mera Dost (1969)	1969	https://www.lyricsbogie.com/movies/mera-dost-1969/dalenge-rang-dalenge.html	gori	2
Utsav (1984)	1984	https://www.lyricsbogie.com/movies/utsav-1984/mere-man-baaja-mridang-manjira.html	gori	6
Ahinsa (1979)	1979	https://www.lyricsbogie.com/movies/ahinsa-1979/thoda-thoda-sach.html	gori	1
Nai Umar Ki Nai Fasal (1965)	1965	https://www.lyricsbogie.com/movies/nai-umar-ki-nai-fasal-1965/thi-shubh-suhaag-ki-raat.html	goraa	1
Bahke Kadam (1971)	1971	https://www.lyricsbogie.com/movies/bahke-kadam-1971/aaya-hu-ghar-bar-chhod.html	gori	2
Chamku (2008)	2008	https://www.lyricsbogie.com/movies/chamku-2008/gola-gola.html	gori	1
Chamku (2008)	2008	https://www.lyricsbogie.com/movies/chamku-2008/gola-gola.html	gore	2
Soldier (1998)	1998	https://www.lyricsbogie.com/movies/soldier-1998/tera-rang-balle-balle.html	goriya	1
Khoon Ka Rishta (1981)	1981	https://www.lyricsbogie.com/movies/khoon-ka-rishta-1981/chahe-pyar-ka-khiladi.html	gori	1
Dafaa 302 (1975)	1975	https://www.lyricsbogie.com/movies/dafaa-302-1975/himmatwala-meri-doli-le-jaayega.html	gora	1
Smuggler (1996)	1996	https://www.lyricsbogie.com/movies/smuggler-1996/yeh-barish-ka-pani.html	gori	1
Mehbooba (1976)	1976	https://www.lyricsbogie.com/movies/mehbooba-1976/gori-tori-paijaniya.html	gori	21
Humjoli (1970)	1970	https://www.lyricsbogie.com/movies/humjoli-1970/gaaw-ki-mai-gori.html	gori	1
Begunaah (1991)	1991	https://www.lyricsbogie.com/movies/begunaah-1991/mohniye-sohniye.html	gori	2
Sixteen (2013)	2013	https://www.lyricsbogie.com/movies/sixteen-2013/jhagde.html	gore	2
Ziddi (1964)	1964	https://www.lyricsbogie.com/movies/ziddi-1964/janu-kya-mera-dil.html	gori	1
Krishna Bhakt Sudama (1980)	1980	https://www.lyricsbogie.com/movies/krishna-bhakt-sudama-1980/suno-suno-hey-krishna.html	gora	1
Aa Dekhen Zara (2009)	2009	https://www.lyricsbogie.com/movies/aa-dekhen-zara-2009/gazab.html	gori	2
Warrant (1961)	1961	https://www.lyricsbogie.com/movies/warrant-1961/naino-mein-kyon-aan-base.html	gore	2
Rut Rangeeli Ayee (1972)	1972	https://www.lyricsbogie.com/movies/rut-rangeeli-ayee-1972/ek-zara-sa-kaam-karo.html	gori	1
Rut Rangeeli Ayee (1972)	1972	https://www.lyricsbogie.com/movies/rut-rangeeli-ayee-1972/ek-zara-sa-kaam-karo.html	gore	1
Aaj Ka Arjun (1990)	1990	https://www.lyricsbogie.com/movies/aaj-ka-arjun-1990/bahena-o-bahena.html	gori	1
Talash (1969)	1969	https://www.lyricsbogie.com/movies/talash-1969/mera-kya-sanam.html	gori	2
Samundar (1986)	1986	https://www.lyricsbogie.com/movies/samundar-1986/us-din-mujhko-bhool-na-jana.html	gori	1
Navrang (1959)	1959	https://www.lyricsbogie.com/movies/navrang-1959/kaari-kaari-kaari-andhiyaari.html	gori	6
Raja Harishchandra (1952)	1952	https://www.lyricsbogie.com/movies/raja-harishchandra-1952/gori-gori-chandni.html	gori	12
Baharon Ke Sapne (1967)	1967	https://www.lyricsbogie.com/movies/baharon-ke-sapne-1967/chunri-sambhal-gori.html	gori	3
Phulwari (1984)	1984	https://www.lyricsbogie.com/movies/phulwari-1984/chanchal-naina-mohini-chitvan.html	gore	2
Badmashon Ka Badmash (1979)	1979	https://www.lyricsbogie.com/movies/badmashon-ka-badmash-1979/ari-na-bandho.html	goriye	1
Badmashon Ka Badmash (1979)	1979	https://www.lyricsbogie.com/movies/badmashon-ka-badmash-1979/ari-na-bandho.html	gori	8
Nache Nagin Gali Gali (1989)	1989	https://www.lyricsbogie.com/movies/nache-nagin-gali-gali-1989/jaise-bhi-tu-manega.html	gori	2
Gaai Aur Gori (1973)	1973	https://www.lyricsbogie.com/movies/gaai-aur-gori-1973/raja-meri-matki-ko.html	gori	2
Honeymoon (1992)	1992	https://www.lyricsbogie.com/movies/honeymoon-1992/tu-neendon-ki-rani.html	gori	4
Aitbaar (1985)	1985	https://www.lyricsbogie.com/movies/aitbaar-1985/tum-aur-main.html	gora	2
Maachis (1996)	1996	https://www.lyricsbogie.com/movies/maachis-1996/chappa-chappa-charkha-chale.html	gori	2
Maachis (1996)	1996	https://www.lyricsbogie.com/movies/maachis-1996/chappa-chappa-charkha-chale.html	goriyon	1
Bombay By Night (1979)	1979	https://www.lyricsbogie.com/movies/bombay-by-night-1979/baharon-ne-kiye-sajde.html	gore	1
Vijaypath (1994)	1994	https://www.lyricsbogie.com/movies/vijaypath-1994/ladke-aaj-ke-ladke.html	gori	4
Sa-Re-Ga-Ma-Pa (1972)	1972	https://www.lyricsbogie.com/movies/sa-re-ga-ma-pa-1972/sanchi-kaho.html	gore	1
Mera Haque (1986)	1986	https://www.lyricsbogie.com/movies/mera-haque-1986/kala-kauwa-dekhta-hain.html	gori	1
Nazaare (1949)	1949	https://www.lyricsbogie.com/movies/nazaare-1949/mere-man-mein-dol.html	gori	1
Bbuddah Hoga Terra Baap (2011)	2011	https://www.lyricsbogie.com/movies/bbuddah-hoga-terra-baap-2011/go-meera-go.html	gori	2
Kashish (1980)	1980	https://www.lyricsbogie.com/movies/kashish-1980/pardes-me-ja-ke-tu-piya.html	gori	2
Kashish (1980)	1980	https://www.lyricsbogie.com/movies/kashish-1980/pardes-me-ja-ke-tu-piya.html	gore	1
Geet (1944)	1944	https://www.lyricsbogie.com/movies/geet-1944/chand-khila-tare-muskaye.html	gori	1
Waqt Hamara Hai (1993)	1993	https://www.lyricsbogie.com/movies/waqt-hamara-hai-1993/ye-waqt-hamara-hai.html	gore	4
Rajput (1982)	1982	https://www.lyricsbogie.com/movies/rajput-1982/bhagi-re-bhagi-re-bhagi-brij-bala.html	gori	1
Hamara Ghar (1950)	1950	https://www.lyricsbogie.com/movies/hamara-ghar-1950/chori-chori-mat-dekh.html	gori	3
O Teri (2014)	2014	https://www.lyricsbogie.com/movies/o-teri-2014/ummbakkum.html	gori	2
Ghar Ek Mandir (1984)	1984	https://www.lyricsbogie.com/movies/ghar-ek-mandir-1984/bam-babam-babam-bobby.html	gore	2
